"CTDID","Region","Year","Mission","Location","Latitude","Longitude","UTCDate","UTCTime","Sample_Depth_m","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","SiteID","Survey_design","Sample_frequency","bottle_id","legacy_flag","source_code","sample_num","bottle_name","deployment_id","project_code","calc_project_type","calc_project_class","calc_project_region","calc_ncrmp_flag","collection_id","collected_date","collected_time","collected_timezone","density_id","dic_id","calc_avg_dic","dic_temp","dic_machine","dic_kg_flag","calibration_dic_id","calc_avg_crm_init_dic","crm_init_dic_temp","calibration_dic_kg_flag","dic_crm_id","dic_crm_batch","dic_crm_dic","dic_crm_salinity","ta_id","calc_avg_ta","calc_avg_ta_temp","ta_machine","ta_kg_flag","calibration_ta_id","calc_avg_crm_ta","calc_avg_crm_ta_temp","calibration_ta_kg_flag","ta_crm_id","ta_crm_batch","ta_crm_ta","ta_crm_salinity","spec_ph_id","spec_ph_temp","rm_factor","seacarb_id"
"WS22022_11","FL","2022","WaltonSmith","Upper_Keys","24.8985575","-80.53026","2022-1-23","00:09:00","0","2056.774063057878653156","2386.531558358864653579","8.057509189687854","8.0636449856002","387.782923515386","3.68984732113611","36.293076420434055",,"36.161","25.107","0",,"UK_OFF","Permanent","Single","17115","0","O","7098","11R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16236","2022-1-23","00:09:00","+00:00","9807","22821","2108.82433044181","25","UNSPECIFIED","0","1030","2098.7","25","0","9","191","2051.4","33.316","15160","2445.35","25.1","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3125","24.939","2.2491","9832"
"WS22022_12","FL","2022","WaltonSmith","Upper_Keys","24.9208633333333","-80.5465288333333","2022-1-23","00:21:00","0","2066.608304079590341582","2396.644307197726890792","8.069123568005493","8.06841942685577","384.575726134032","3.6877724888077","36.33071591442772",,"36.227","24.686","0",,"UK_MID","Permanent","Single","17116","0","O","7099","12R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16237","2022-1-23","00:21:00","+00:00","9808","22822","2118.95663639925","25","UNSPECIFIED","0","1030","2098.7","25","0","9","191","2051.4","33.316","15161","2455.85","25","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3126","24.942","2.3023","9833"
"WS22022_13","FL","2022","WaltonSmith","Upper_Keys","24.9341868333333","-80.5655646666667","2022-1-23","00:30:00","0","2118.074534343585173046","2421.812989770580618518","8.011774631988887","8.03294300521019","430.62889844847","3.41891733571442","36.3621530965562",,"36.286","23.95","0",,"UK_IN","Permanent","Single","17117","0","O","7100","13R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16238","2022-1-23","00:30:00","+00:00","9809","22823","2171.726436314605","25","UNSPECIFIED","0","1030","2098.7","25","0","9","191","2051.4","33.316","15162","2481.8","24.85","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3127","24.782","2.043","9834"
"WS22022_14","FL","2022","WaltonSmith","Middle_Keys","24.8173141666667","-80.7557608333333","2022-1-23","02:05:00","0","2205.453208777138535148","2537.894571587485292463","8.039439773400362","8.08480621180729","394.463303273199","3.80917597011128","35.33818855525733",,"35.237","23.251","0",,"7","Permanent","Single","17118","0","O","7101","14R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16239","2022-1-23","02:05:00","+00:00","9810","22824","2259.52565641113","25","UNSPECIFIED","0","1030","2098.7","25","0","9","191","2051.4","33.316","15163","2598.75","24.85","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3128","24.902","2.1624","9835"
"WS22022_15","FL","2022","WaltonSmith","Middle_Keys","24.7919931666667","-80.7410053333333","2022-1-23","02:27:00","0","2113.178758205391741847","2421.144537607913497891","8.016763371161742","8.0442203541358","417.480581682788","3.45948639748124","36.292114341542124",,"36.193","23.725","0",,"8","Permanent","Single","17119","0","O","7102","15R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16240","2022-1-23","02:27:00","+00:00","9811","22825","2166.599287610585","25","UNSPECIFIED","0","1030","2098.7","25","0","9","191","2051.4","33.316","15164","2480.95","24.9","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3129","24.884","2.0689","9836"
"WS22022_16","FL","2022","WaltonSmith","Middle_Keys","24.7635458333333","-80.7231","2022-1-23","02:46:00","0","2065.576693153834266017","2385.546264099503061661","8.045229728508648","8.05685992892665","396.069248029509","3.58316277468315","36.19482942354869",,"35.072","24.611","0",,"9","Permanent","Single","17120","0","O","7103","16R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16241","2022-1-23","02:46:00","+00:00","9812","22826","2112.376134803445","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15165","2444.2","25.05","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3130","24.971","2.1957","9837"
"WS22022_17","FL","2022","WaltonSmith","Middle_Keys","24.7171683333333","-80.6897355","2022-1-23","03:27:00","0","2042.073628268450235638","2377.806079305653258786","8.063447874796472","8.06871181493984","380.494962667356","3.75982773534197","36.20268938091161",,"36.119","25.558","0",,"9.5","Permanent","Single","17121","0","O","7104","17R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16242","2022-1-23","03:27:00","+00:00","9813","22827","2088.315325486155","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15166","2436.25","25.1","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3131","24.927","2.2749","9838"
"WS22022_18","FL","2022","WaltonSmith","Middle_Keys","24.7126761666667","-80.8328165","2022-1-23","04:49:00","0","2062.258517525927734555","2389.842592277871876001","8.059011930887678","8.06701320981315","385.351801511367","3.66391705847226","36.214826959142194",,"36.128","24.685","0",,"12","Permanent","Single","17122","0","O","7105","18R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16243","2022-1-23","04:49:00","+00:00","9814","22828","2109.00864666606","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15167","2448.6","25.1","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3132","24.949","2.2561","9839"
"WS22022_19","FL","2022","WaltonSmith","Middle_Keys","24.753521","-80.8466753333333","2022-1-23","05:18:00","0","2170.689329108874560657","2478.311256151903359921","8.011033199568455","8.04628742999354","427.515478084932","3.50792225539053","35.70079702060226",,"35.596","23.473","0",,"11","Permanent","Single","17123","0","O","7106","19R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16244","2022-1-23","05:18:00","+00:00","9815","22829","2219.22764586569","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15168","2538.4","24.9","AS2","0","1362","2275.5","24.95","0","9","191","2225.5","33.316","3133","25.061","2.0517","9840"
"WS22022_20","FL","2022","WaltonSmith","Middle_Keys","24.78874","-80.8602316666667","2022-1-23","05:38:00","0","2223.964460745060917437","2532.631168731010543785","8.006731969064964","8.05422609564773","429.873013853331","3.55904885411973","35.18617150667165",,"35.084","22.962","0",,"10","Permanent","Single","17124","0","O","7107","20R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16245","2022-1-23","05:38:00","+00:00","9816","22830","2272.910646476015","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15169","2585","24.95","AS2","0","1363","2267.45","25.05","0","9","191","2225.5","33.316","3134","25.144","2.0357","9841"
"WS22022_21","FL","2022","WaltonSmith","Middle_Keys","24.7004888333333","-81.031722","2022-1-23","07:04:00","0","2237.286515611534102519","2530.673125433225908694","7.993558285856544","8.03180889348893","458.286783519142","3.41242811679941","34.90181823466572",,"34.804","23.037","0",,"13","Permanent","Single","17125","0","O","7108","21R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16246","2022-1-23","07:04:00","+00:00","9817","22831","2286.06542541474","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15170","2582.3","25.15","AS2","0","1363","2267.45","25.05","0","9","191","2225.5","33.316","3135","24.881","1.9671","9842"
"WS22022_22","FL","2022","WaltonSmith","Middle_Keys","24.673906","-81.0224233333333","2022-1-23","07:17:00","0","2188.904178405116254824","2483.648633606753600783","8.001782736063976","8.03016092076466","449.499600490082","3.38831110596061","35.39156953517879",,"35.284","23.335","0",,"14","Permanent","Single","17126","0","O","7109","22R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16247","2022-1-23","07:17:00","+00:00","9818","22832","2237.36636638364","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15171","2535.1","25.15","AS2","0","1363","2267.45","25.05","0","9","191","2225.5","33.316","3136","25.151","2.0167","9843"
"WS22022_23","FL","2022","WaltonSmith","Middle_Keys","24.6423825","-81.0156498333333","2022-1-23","07:31:00","0","2069.634788538087695017","2386.887832369278887317","8.057763303533603","8.05067095133002","403.411972157544","3.5634212562945","36.11823309021158",,"36.059","24.779","0",,"15","Permanent","Single","17127","0","O","7110","23R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16248","2022-1-23","07:31:00","+00:00","9819","22833","2116.412920417255","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15172","2437.4","25.1","AS2","0","1363","2267.45","25.05","0","9","191","2225.5","33.316","3137","25.154","2.2617","9844"
"WS22022_24","FL","2022","WaltonSmith","Middle_Keys","24.5927091666667","-80.9917195","2022-1-23","07:54:00","0","2049.791034704633476074","2379.99674821474190279","8.061603012730158","8.06632459283627","384.112990999774","3.69786899195864","36.154219096754616",,"36.081","25.156","0",,"15.5","Permanent","Single","17128","0","O","7111","24R","662","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16249","2022-1-23","07:54:00","+00:00","9820","22834","2096.144874621975","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15173","2434.1","25","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3138","24.955","2.2679","9845"
"WS22022_25","FL","2022","WaltonSmith","Middle_Keys","24.5975605","-81.184054","2022-1-23","09:18:00","0","2057.390955031931022748","2392.512290261719269212","8.066124074885169","8.07851920755913","373.235395379068","3.74020851501062","36.247147498051255",,"36.177","24.657","0",,"18","Permanent","Single","17129","0","O","7112","1JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16250","2022-1-23","09:18:00","+00:00","9821","22835","2104.07320285473","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15174","2447.05","25.05","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3139","24.913","2.2865","9846"
"WS22022_26","FL","2022","WaltonSmith","Middle_Keys","24.6344208333333","-81.193862","2022-1-23","09:44:00","0","2123.456646584731400423","2428.143847258193970337","8.015354302506996","8.0456610970411","418.928449862352","3.45077858527266","35.75234335876173",,"35.602","23.638","0",,"17","Permanent","Single","17130","0","O","7113","2JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16251","2022-1-23","09:44:00","+00:00","9822","22836","2170.950020181245","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15175","2482.75","24.9","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3140","24.868","2.0598","9847"
"WS22022_27","FL","2022","WaltonSmith","Middle_Keys","24.66999","-81.2028433333333","2022-1-23","10:04:00","0","2101.531829033453292891","2430.400659479121703456","8.058869437117096","8.10901351134537","352.485356385836","3.68227312162622","35.4597088984197",,"35.399","22.252","0",,"16","Permanent","Single","17131","0","O","7114","3JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16252","2022-1-23","10:04:00","+00:00","9823","22837","2148.036704863185","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15176","2484.45","25","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3141","24.859","2.2467","9848"
"WS22022_28","FL","2022","WaltonSmith","Lower_Keys","24.6093306666667","-81.4210356666667","2022-1-23","11:41:00","0","2094.865331806892072894","2394.608741194775695138","8.001157560410434","8.0432775992922","414.240020026725","3.34767658546842","36.32416643215424",,"36.243","23.12","0",,"19","Permanent","Single","17132","0","O","7115","4JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16253","2022-1-23","11:41:00","+00:00","9824","22838","2142.579523760665","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15177","2449.3","25.1","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3142","24.89","2.0048","9849"
"WS22022_29","FL","2022","WaltonSmith","Lower_Keys","24.5752933333333","-81.418535","2022-1-23","11:56:00","0","2116.424310859712050017","2432.443345814262823633","8.02163975256839","8.07409721678745","388.273290510835","3.5618587323877","35.62087459529478",,"35.606","23.045","0",,"20","Permanent","Single","17133","0","O","7116","5JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16254","2022-1-23","11:56:00","+00:00","9825","22839","2163.539476230245","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15178","2486.8","25.05","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3143","24.917","2.0882","9850"
"WS22022_30","FL","2022","WaltonSmith","Lower_Keys","24.568413","-81.4135446666667","2022-1-23","12:32:00","0","2062.80610057488088366","2392.453797212873156105","8.053902677841407","8.0732483030605","379.200025690802","3.68093857278766","36.224959073540184",,"36.179","24.454","0",,"21LK","Permanent","Single","17134","0","O","7117","6JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16255","2022-1-23","12:32:00","+00:00","9826","22840","2109.58529752262","25","UNSPECIFIED","0","1031","2093.4","25","0","9","191","2051.4","33.316","15179","2446.95","25.05","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3144","24.831","2.2265","9851"
"WS22022_31","FL","2022","WaltonSmith","Lower_Keys","24.4846348333333","-81.3932783333333","2022-1-23","13:02:00","0","2053.183614337938692249","2387.189620813617217149","8.059748749395599","8.07338512643921","377.58109069486","3.73222529413061","36.240678690482746",,"36.164","24.941","0",,"21.5","Permanent","Single","17135","0","O","7118","7JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16256","2022-1-23","13:02:00","+00:00","9827","22841","2104.96489785759","25","UNSPECIFIED","0","1032","2098.6","25","0","9","191","2051.4","33.316","15180","2441.55","25.1","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3145","24.683","2.2444","9852"
"WS22022_32","FL","2022","WaltonSmith","Lower_Keys","24.4749018333333","-81.716215","2022-1-23","15:40:00","0","2066.637660002164022525","2396.40732173045876571","8.052323766283184","8.07332619195603","379.65008509688","3.67953908503803","36.29342426851943",,"36.24","24.366","0",,"WS","Permanent","Single","17136","0","O","7119","8JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16257","2022-1-23","15:40:00","+00:00","9828","22842","2118.82814096431","25","UNSPECIFIED","0","1032","2098.6","25","0","9","191","2051.4","33.316","15181","2451.05","25.15","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3146","24.782","2.217","9853"
"WS22022_33","FL","2022","WaltonSmith","Lower_Keys","24.396685","-81.8281083333333","2022-1-23","16:48:00","0","2056.617055574328600051","2392.196762823946293034","8.0685813831297","8.0830698979197","368.69202702723","3.74100209044895","36.21744692483537",,"36.123","24.431","0",,"22.5","Permanent","Single","17137","0","O","7120","9JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16258","2022-1-23","16:48:00","+00:00","9829","22843","2108.44553813244","25","UNSPECIFIED","0","1032","2098.6","25","0","9","191","2051.4","33.316","15182","2446.6","25.15","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3147","24.672","2.2837","9854"
"WS22022_34","FL","2022","WaltonSmith","Lower_Keys","24.4546333333333","-81.82865","2022-1-23","17:13:00","0","2065.295293391513758041","2393.531204837984730151","8.044019018481396","8.07037983164173","382.355821481734","3.66487546484143","36.273079650319886",,"36.211","24.446","0",,"22","Permanent","Single","17138","0","O","7121","10JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16259","2022-1-23","17:13:00","+00:00","9830","22844","2117.42131849987","25","UNSPECIFIED","0","1032","2098.6","25","0","9","191","2051.4","33.316","15183","2448.25","24.9","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3148","24.697","2.1755","9855"
"WS22022_35","FL","2022","WaltonSmith","Lower_Keys","24.485611","-81.8281283333333","2022-1-23","17:26:00","0","2080.799483749941682207","2401.693353630186384687","8.034954128453045","8.06508843523067","390.008011126003","3.58216112241954","36.30748552817895",,"36.199","23.911","0",,"23","Permanent","Single","17139","0","O","7122","11JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16260","2022-1-23","17:26:00","+00:00","9831","22845","2133.35654324798","25","UNSPECIFIED","0","1032","2098.6","25","0","9","191","2051.4","33.316","15184","2456.6","25","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3149","24.751","2.1392","9856"
"WS22022_36","FL","2022","WaltonSmith","Lower_Keys","24.5360783333333","-81.8280851666667","2022-1-23","17:49:00","0","2087.577131394950772361","2392.384333465483412309","8.013513059092324","8.04881392753972","407.630883336147","3.41020024915454","36.173869369336295",,"36.095","23.453","0",,"24","Permanent","Single","17140","0","O","7123","12JJ","663","Walton Smith-Jan 2022","WS_FL","WS","FL","1","16261","2022-1-23","17:49:00","+00:00","9832","22846","2140.087950357995","25","UNSPECIFIED","0","1032","2098.6","25","0","9","191","2051.4","33.316","15185","2446.75","25.1","AS2","0","1364","2272.05","23.55","0","9","191","2225.5","33.316","3150","24.878","2.0545","9857"
"WS22072_1","FL","2022","WaltonSmith","Upper_Keys","25.107","-80.379","2022-3-13","16:09:00","0","2081.002516579420696741","2402.53866222194889954","8.06317859369166","8.04613615128444","409.697587374162","3.60209630504444","36.560281033373926",,"36.426","25.024","0",,"4","Permanent","Single","17141","0","O","7142","1J","664","Walton Smith-Mar 2022","WS_FL","WS","FL","1","16262","2022-3-13","16:09:00","+00:00","9833","22847","2131.50691565441","25","UNSPECIFIED","0","1036","2096.15","25","0","9","191","2051.4","33.316","15186","2466.55","24.95","AS2","0","1368","2269.6","25","0","29","196","2215.32","33.519","3151","24.586","2.2557","9858"
"WS22072_2","FL","2022","WaltonSmith","Upper_Keys","25.093","-80.355","2022-3-13","16:21:00","0","2040.887034514008186996","2372.464375279516297421","8.097955299935279","8.06492788096623","383.395690531299","3.69701031301777","36.42048264025354",,"36.283","25.255","0",,"5","Permanent","Single","17142","0","O","7143","2J","664","Walton Smith-Mar 2022","WS_FL","WS","FL","1","16263","2022-3-13","16:21:00","+00:00","9834","22848","2090.191926837685","25","UNSPECIFIED","0","1036","2096.15","25","0","9","191","2051.4","33.316","15187","2435.45","25","AS2","0","1368","2269.6","25","0","29","196","2215.32","33.519","3152","24.403","2.4059","9859"
"WS22072_3","FL","2022","WaltonSmith","Lower_Keys","24.537","-81.828","2022-3-18","16:17:00","0","2042.678208112023374194","2354.806680863982691537","8.067785011431214","8.01618862540112","434.986037216952","3.50763304920555","36.602540267078766",,"36.348","26.455","0",,"24","Permanent","Single","17143","0","O","7144","3J","664","Walton Smith-Mar 2022","WS_FL","WS","FL","1","16264","2022-3-18","16:17:00","+00:00","9835","22849","2092.308070743745","25","UNSPECIFIED","0","1036","2096.15","25","0","9","191","2051.4","33.316","15188","2417.65","25.05","AS2","0","1368","2269.6","25","0","29","196","2215.32","33.519","3153","24.524","2.2732","9860"
"WS22072_4","FL","2022","WaltonSmith","Lower_Keys","24.487","-81.829","2022-3-18","16:39:00","0","2054.485109047641323626","2370.475188433570944415","8.073619987683369","8.02457058063194","428.340353854639","3.55671727095489","36.48955428013846",,"36.281","26.246","0",,"23","Permanent","Single","17144","0","O","7145","4J","664","Walton Smith-Mar 2022","WS_FL","WS","FL","1","16265","2022-3-18","16:39:00","+00:00","9836","22850","2104.229338663805","25","UNSPECIFIED","0","1036","2096.15","25","0","9","191","2051.4","33.316","15189","2433.5","25.05","AS2","0","1368","2269.6","25","0","29","196","2215.32","33.519","3154","24.629","2.3055","9861"
